title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
The Walk,TriS,10100000.0,51000000.0,2015,61100000.0,the walk
The Perfect Guy,SGem,57000000.0,3200000.0,2015,60200000.0,the perfect guy
The Gift (2015),STX,43800000.0,15200000.0,2015,59000000.0,the gift
No Escape,Wein.,27300000.0,27100000.0,2015,54400000.0,no escape
Sinister 2,Focus,27700000.0,25100000.0,2015,52800000.0,sinister 2
Prem Ratan Dhan Payo,FIP,4400000.0,48200000.0,2015,52600000.0,prem ratan dhan payo
The Boy Next Door,Uni.,35400000.0,17000000.0,2015,52400000.0,the boy next door
The Night Before,Sony,43000000.0,9300000.0,2015,52300000.0,the night before
Hot Pursuit,WB (NL),34600000.0,17100000.0,2015,51700000.0,hot pursuit
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000.0,2015,51144000.0,the 100year old man who climbed out the window and disappeared
The Himalayas,CJ,697000.0,49800000.0,2015,50497000.0,the himalayas
Entourage,WB,32400000.0,16900000.0,2015,49300000.0,entourage
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000.0,2015,48900000.0,the woman in black 2 angel of death
Concussion (2015),Sony,34500000.0,14100000.0,2015,48600000.0,concussion
Mortdecai,LGF,7700000.0,39600000.0,2015,47300000.0,mortdecai
Coming Home (2015),SPC,378000.0,46400000.0,2015,46778000.0,coming home
"McFarland, USA",BV,44500000.0,1200000.0,2015,45700000.0,mcfarland usa
Max (2015),WB,42700000.0,1300000.0,2015,44000000.0,max
Still Alice,SPC,18800000.0,25100000.0,2015,43900000.0,still alice
The DUFF,LGF,34000000.0,9500000.0,2015,43500000.0,the duff
Legend,Uni.,1900000.0,41100000.0,2015,43000000.0,legend
The Gallows,WB (NL),22800000.0,20200000.0,2015,43000000.0,the gallows
Love the Coopers,LGF,26300000.0,16100000.0,2015,42400000.0,love the coopers
The Lady in the Van,SPC,10000000.0,31400000.0,2015,41400000.0,the lady in the van
Ricki and the Flash,TriS,26800000.0,14500000.0,2015,41300000.0,ricki and the flash
Carol,Wein.,12700000.0,27600000.0,2015,40300000.0,carol
The Lazarus Effect,Rela.,25800000.0,12600000.0,2015,38400000.0,the lazarus effect
The Water Diviner,WB,4200000.0,34000000.0,2015,38200000.0,the water diviner
A Walk in the Woods,BG,29500000.0,8000000.0,2015,37500000.0,a walk in the woods
Ex Machina,A24,25400000.0,11400000.0,2015,36800000.0,ex machina
Burnt,Wein.,13700000.0,23000000.0,2015,36700000.0,burnt
Room,A24,14700000.0,20700000.0,2015,35400000.0,room
The Secret in their Eyes (2015),STX,20200000.0,14700000.0,2015,34900000.0,the secret in their eyes
Steve Jobs,Uni.,17800000.0,16700000.0,2015,34500000.0,steve jobs
Victor Frankenstein,Fox,5800000.0,28500000.0,2015,34300000.0,victor frankenstein
Project Almanac,Par.,22300000.0,10900000.0,2015,33200000.0,project almanac
Self/Less,Focus,12300000.0,18200000.0,2015,30500000.0,selfless
Far from the Madding Crowd,FoxS,12200000.0,18000000.0,2015,30200000.0,far from the madding crowd
Mr. Holmes,RAtt.,17700000.0,11600000.0,2015,29300000.0,mr holmes
Love & Mercy,RAtt.,12600000.0,16100000.0,2015,28700000.0,love mercy
Irrational Man,SPC,4000000.0,23400000.0,2015,27400000.0,irrational man
American Ultra,LGF,14400000.0,12700000.0,2015,27100000.0,american ultra
Wild Tales,SPC,3100000.0,23900000.0,2015,27000000.0,wild tales
Aloha,Sony,21100000.0,5200000.0,2015,26300000.0,aloha
"Love, Rosie",TFA,20400.0,25600000.0,2015,25620400.0,love rosie
The 33,WB,12200000.0,12700000.0,2015,24900000.0,the 33
Capture the Flag,Par.,6700.0,24600000.0,2015,24606700.0,capture the flag
The Gunman,ORF,10700000.0,13500000.0,2015,24200000.0,the gunman
Go Away Mr. Tumor,CL,287000.0,21500000.0,2015,21787000.0,go away mr tumor
Black or White,Rela.,21600000.0,18700000.0,2015,40300000.0,black or white
Blackhat,Uni.,8000000.0,11600000.0,2015,19600000.0,blackhat
Dope,ORF,17500000.0,480000.0,2015,17980000.0,dope
Brothers: Blood Against Blood,FIP,614000.0,17200000.0,2015,17814000.0,brothers blood against blood
While We're Young,A24,7600000.0,9700000.0,2015,17300000.0,while were young
Monkey Kingdom,BV,16399999.0,711000.0,2015,17110999.0,monkey kingdom
Macbeth (2015),Wein.,1100000.0,15200000.0,2015,16300000.0,macbeth
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000.0,2015,16100000.0,scouts guide to the zombie apocalypse
Suffragette,Focus,4700000.0,11300000.0,2015,16000000.0,suffragette
It Follows,RTWC,14700000.0,18700000.0,2015,33400000.0,it follows
Unfinished Business,Fox,10200000.0,4200000.0,2015,14400000.0,unfinished business
Do You Believe?,PFR,13000000.0,1400000.0,2015,14400000.0,do you believe
Woodlawn,PFR,14400000.0,18700000.0,2015,33100000.0,woodlawn
Strange Magic,BV,12400000.0,1200000.0,2015,13600000.0,strange magic
Hot Tub Time Machine 2,Par.,12300000.0,767000.0,2015,13067000.0,hot tub time machine 2
Child 44,LG/S,1200000.0,11700000.0,2015,12900000.0,child 44
We Are Your Friends,WB,3600000.0,7500000.0,2015,11100000.0,we are your friends
Danny Collins,BST,5600000.0,5200000.0,2015,10800000.0,danny collins
Kung Fu Killer,WGUSA,130000.0,10000000.0,2015,10130000.0,kung fu killer
A Little Chaos,FCW,558000.0,9500000.0,2015,10058000.0,a little chaos
The Loft,ORF,6000000.0,4099999.0,2015,10099999.0,the loft
The Young & Prodigious T.S. Spivet,Wein.,174000.0,9300000.0,2015,9474000.0,the young prodigious ts spivet
Shanghai,Wein.,46400.0,9200000.0,2015,9246400.0,shanghai
Un Gallo con Muchos Huevos,LGF,9100000.0,18700000.0,2015,27800000.0,un gallo con muchos huevos
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000.0,2015,9100000.0,me and earl and the dying girl
Amy,A24,8400000.0,18700000.0,2015,27100000.0,amy
Shaandaar,FIP,522000.0,7800000.0,2015,8322000.0,shaandaar
Trumbo (2015),BST,7900000.0,378000.0,2015,8278000.0,trumbo
Bajrangi Bhaijaan,Eros,8199999.0,18700000.0,2015,26899999.0,bajrangi bhaijaan
I'll See You In My Dreams,BST,7400000.0,18700000.0,2015,26100000.0,ill see you in my dreams
The Green Inferno,BH Tilt,7200000.0,18700000.0,2015,25900000.0,the green inferno
Grandma (2015),SPC,7000000.0,107000.0,2015,7107000.0,grandma
Our Brand Is Crisis (2015),WB,7000000.0,18700000.0,2015,25700000.0,our brand is crisis
Baahubali: The Beginning,BSC,6700000.0,18700000.0,2015,25400000.0,baahubali the beginning
Bajirao Mastani,Eros,6600000.0,18700000.0,2015,25300000.0,bajirao mastani
Little Boy,ORF,6500000.0,18700000.0,2015,25200000.0,little boy
What We Do in the Shadows,U/P,3500000.0,2800000.0,2015,6300000.0,what we do in the shadows
Anomalisa,Par.,3800000.0,1900000.0,2015,5700000.0,anomalisa
Pawn Sacrifice,BST,2400000.0,3100000.0,2015,5500000.0,pawn sacrifice
Serena,Magn.,176000.0,4900000.0,2015,5076000.0,serena
Mr. X,FIP,45000.0,5000000.0,2015,5045000.0,mr x
Dilwale,UTV,4900000.0,18700000.0,2015,23600000.0,dilwale
Back to the Future Day,UHE,1700000.0,3200000.0,2015,4900000.0,back to the future day
Trash,FCW,17500.0,4800000.0,2015,4817500.0,trash
True Story,FoxS,4700000.0,18700000.0,2015,23400000.0,true story
"Buen Dia, Ramon",FIP,154000.0,4500000.0,2015,4654000.0,buen dia ramon
Hamari Adhuri Kahani,FIP,235000.0,4200000.0,2015,4435000.0,hamari adhuri kahani
45 Years,IFC,4200000.0,18700000.0,2015,22900000.0,45 years
Escobar: Paradise Lost,RTWC,196000.0,3600000.0,2015,3796000.0,escobar paradise lost
Spare Parts,LGF,3600000.0,18700000.0,2015,22300000.0,spare parts
Learning to Drive,BG,3400000.0,18700000.0,2015,22100000.0,learning to drive
By the Sea,Uni.,538000.0,2800000.0,2015,3338000.0,by the sea
Sleeping with Other People,IFC,819000.0,2400000.0,2015,3219000.0,sleeping with other people
Phoenix (2015),IFC,3200000.0,18700000.0,2015,21900000.0,phoenix
Jimmy's Hall,SPC,561000.0,2600000.0,2015,3161000.0,jimmys hall
Dil Dhadakne Do,Eros,3100000.0,18700000.0,2015,21800000.0,dil dhadakne do
Ladrones,LGF,3100000.0,18700000.0,2015,21800000.0,ladrones
Remember (Canada Release),EOne,547000.0,2500000.0,2015,3047000.0,remember
Tanu Weds Manu Returns,Eros,3000000.0,18700000.0,2015,21700000.0,tanu weds manu returns
Rock The Kasbah,ORF,3000000.0,18700000.0,2015,21700000.0,rock the kasbah
The End of the Tour,A24,3000000.0,18700000.0,2015,21700000.0,the end of the tour
Captive (2015),Par.,2600000.0,218000.0,2015,2818000.0,captive
He Named Me Malala,FoxS,2700000.0,97100.0,2015,2797100.0,he named me malala
Youth,FoxS,2700000.0,18700000.0,2015,21400000.0,youth
Chi-Raq,RAtt.,2700000.0,18700000.0,2015,21400000.0,chiraq
Truth,SPC,2500000.0,18700000.0,2015,21200000.0,truth
Mistress America,FoxS,2500000.0,18700000.0,2015,21200000.0,mistress america
Jem and the Holograms,Uni.,2200000.0,149000.0,2015,2349000.0,jem and the holograms
Beloved Sisters,MBox,54000.0,2200000.0,2015,2254000.0,beloved sisters
The Riot Club,IFC,7700.0,2100000.0,2015,2107700.0,the riot club
Tamasha,UTV,2100000.0,18700000.0,2015,20800000.0,tamasha
Cake,CLF,2000000.0,18700000.0,2015,20700000.0,cake
Assassination (2015),WGUSA,1900000.0,18700000.0,2015,20600000.0,assassination
Clouds of Sils Maria,IFC,1900000.0,18700000.0,2015,20600000.0,clouds of sils maria
Testament of Youth,SPC,1800000.0,18700000.0,2015,20500000.0,testament of youth
Piku,Yash,1800000.0,18700000.0,2015,20500000.0,piku
The Vatican Tapes,LGF,1800000.0,18700000.0,2015,20500000.0,the vatican tapes
Son of Saul,SPC,1800000.0,18700000.0,2015,20500000.0,son of saul
Janis: Little Girl Blue,FR,410000.0,1200000.0,2015,1610000.0,janis little girl blue
'71,RAtt.,1300000.0,355000.0,2015,1655000.0,71
The Diary of a Teenage Girl,SPC,1500000.0,18700000.0,2015,20200000.0,the diary of a teenage girl
I (2015),AaF,1400000.0,18700000.0,2015,20100000.0,i
Infinitely Polar Bear,SPC,1400000.0,18700000.0,2015,20100000.0,infinitely polar bear
99 Homes,BG,1400000.0,18700000.0,2015,20100000.0,99 homes
Welcome Back,Eros,1400000.0,18700000.0,2015,20100000.0,welcome back
The Salt of the Earth,SPC,1300000.0,18700000.0,2015,20000000.0,the salt of the earth
Maps to the Stars,FCW,351000.0,988000.0,2015,1339000.0,maps to the stars
Iris (2015),Magn.,1300000.0,18700000.0,2015,20000000.0,iris
The Wolfpack,Magn.,1300000.0,18700000.0,2015,20000000.0,the wolfpack
Veteran,CJ,1200000.0,18700000.0,2015,19900000.0,veteran
Goodnight Mommy,RTWC,1200000.0,18700000.0,2015,19900000.0,goodnight mommy
Black Sea,Focus,1200000.0,18700000.0,2015,19900000.0,black sea
Miss You Already,RAtt.,1200000.0,18700000.0,2015,19900000.0,miss you already
Where Hope Grows,RAtt.,1200000.0,18700000.0,2015,19900000.0,where hope grows
Cartel Land,Orch.,704000.0,422000.0,2015,1126000.0,cartel land
Timbuktu,Cohen,1100000.0,18700000.0,2015,19800000.0,timbuktu
Dior and I,Orch.,1000000.0,18700000.0,2015,19700000.0,dior and i
5 Flights Up,FCW,1000000.0,18700000.0,2015,19700000.0,5 flights up
Big Stone Gap,PH,1000000.0,18700000.0,2015,19700000.0,big stone gap
Gett: The Trial of Viviane Amsalem,MBox,988000.0,18700000.0,2015,19688000.0,gett the trial of viviane amsalem
Boruto: Naruto the Movie,Elev.,920000.0,18700000.0,2015,19620000.0,boruto naruto the movie
Singh is Bling,Eros,919000.0,18700000.0,2015,19619000.0,singh is bling
ABCD (Any Body Can Dance) 2,UTV,892000.0,18700000.0,2015,19592000.0,abcd 2
Mustang,Cohen,845000.0,18700000.0,2015,19545000.0,mustang
Labyrinth of Lies,SPC,794000.0,18700000.0,2015,19494000.0,labyrinth of lies
The D Train,IFC,673000.0,102000.0,2015,775000.0,the d train
Seymour: An Introduction,IFC,744000.0,18700000.0,2015,19444000.0,seymour an introduction
Tangerine,Magn.,702000.0,18700000.0,2015,19402000.0,tangerine
Red Army,SPC,695000.0,18700000.0,2015,19395000.0,red army
The Stanford Prison Experiment,IFC,661000.0,18700000.0,2015,19361000.0,the stanford prison experiment
The Assassin,WGUSA,633000.0,18700000.0,2015,19333000.0,the assassin
"Kumiko, The Treasure Hunter",Ampl.,623000.0,18700000.0,2015,19323000.0,kumiko the treasure hunter
Welcome to Me,Alc,609000.0,18700000.0,2015,19309000.0,welcome to me
Black Panthers: Vanguard of the Revolution,PBS,517000.0,67200.0,2015,584200.0,black panthers vanguard of the revolution
Detective Byomkesh Bakshy,Yash,579000.0,18700000.0,2015,19279000.0,detective byomkesh bakshy
Freeheld,LGF,573000.0,18700000.0,2015,19273000.0,freeheld
When Marnie Was There,GK,561000.0,18700000.0,2015,19261000.0,when marnie was there
Gabbar is Back,Eros,535000.0,18700000.0,2015,19235000.0,gabbar is back
The Last - Naruto the Movie,Elev.,524000.0,18700000.0,2015,19224000.0,the last naruto the movie
Peggy Guggenheim Art Addict,SD,498000.0,18700000.0,2015,19198000.0,peggy guggenheim art addict
Phantom (2015),UTV,490000.0,18700000.0,2015,19190000.0,phantom
Somewhere Only We Know,CL,482000.0,18700000.0,2015,19182000.0,somewhere only we know
Let's Get Married,CL,463000.0,18700000.0,2015,19163000.0,lets get married
Bombay Velvet,FIP,451000.0,18700000.0,2015,19151000.0,bombay velvet
Attack on Titan: Part 1,FUN,450000.0,18700000.0,2015,19150000.0,attack on titan part 1
The Third Man (2015 re-release),Rialto,449000.0,18700000.0,2015,19149000.0,the third man
Saint Laurent,SPC,429000.0,18700000.0,2015,19129000.0,saint laurent
Listen to Me Marlon,SHO,426000.0,18700000.0,2015,19126000.0,listen to me marlon
Heart of a Dog,Abr.,421000.0,18700000.0,2015,19121000.0,heart of a dog
The Witness (Wo shi zheng ren),CL,418000.0,18700000.0,2015,19118000.0,the witness
Unbranded,Grav.,410000.0,18700000.0,2015,19110000.0,unbranded
The Second Mother,Osci.,377000.0,18700000.0,2015,19077000.0,the second mother
Kahlil Gibran's The Prophet (Gathr),Gathr,370000.0,18700000.0,2015,19070000.0,kahlil gibrans the prophet
Katti Batti,UTV,365000.0,18700000.0,2015,19065000.0,katti batti
Kahlil Gibran's The Prophet,GK,355000.0,18700000.0,2015,19055000.0,kahlil gibrans the prophet
Effie Gray,AF,353000.0,18700000.0,2015,19053000.0,effie gray
Noble,Asp.,347000.0,18700000.0,2015,19047000.0,noble
Northern Limit Line,WGUSA,338000.0,18700000.0,2015,19038000.0,northern limit line
Shamitabh,Eros,325000.0,18700000.0,2015,19025000.0,shamitabh
Jafar Panahi's Taxi,KL,322000.0,18700000.0,2015,19022000.0,jafar panahis taxi
Good Kill,IFC,316000.0,18700000.0,2015,19016000.0,good kill
Running Man (2015),CL,311000.0,18700000.0,2015,19011000.0,running man
Attack on Titan: Part 2,FUN,306000.0,18700000.0,2015,19006000.0,attack on titan part 2
Theeb,FM,283000.0,18700000.0,2015,18983000.0,theeb
White God,Magn.,282000.0,18700000.0,2015,18982000.0,white god
A Borrowed Identity,Strand,282000.0,18700000.0,2015,18982000.0,a borrowed identity
In the Name of my Daughter,Cohen,278000.0,18700000.0,2015,18978000.0,in the name of my daughter
Hitchcock/Truffaut,Cohen,260000.0,18700000.0,2015,18960000.0,hitchcocktruffaut
Love (2015),Alc,249000.0,18700000.0,2015,18949000.0,love
Tevar,Eros,236000.0,18700000.0,2015,18936000.0,tevar
20 Once Again,CJ,235000.0,18700000.0,2015,18935000.0,20 once again
Slow West,A24,229000.0,18700000.0,2015,18929000.0,slow west
A Royal Night Out,ADC,228000.0,18700000.0,2015,18928000.0,a royal night out
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000.0,18700000.0,2015,18923000.0,a pigeon sat on a branch reflecting on existence
Pyaar Ka Punchnama 2,Rel.,223000.0,18700000.0,2015,18923000.0,pyaar ka punchnama 2
Fall in Love Like a Star,CL,213000.0,18700000.0,2015,18913000.0,fall in love like a star
Dark Places,A24,209000.0,18700000.0,2015,18909000.0,dark places
Heneral Luna,Abr.,206000.0,18700000.0,2015,18906000.0,heneral luna
Gemma Bovery,MBox,192000.0,18700000.0,2015,18892000.0,gemma bovery
The Connection,Drft.,191000.0,18700000.0,2015,18891000.0,the connection
Love and Lost (Shi Gu),CL,189000.0,18700000.0,2015,18889000.0,love and lost
Stonewall (2015),RAtt.,188000.0,18700000.0,2015,18888000.0,stonewall
Maggie,RAtt.,187000.0,18700000.0,2015,18887000.0,maggie
Detective K: Secret of the Lost Island,CJ,185000.0,18700000.0,2015,18885000.0,detective k secret of the lost island
The Priests,CJ,185000.0,18700000.0,2015,18885000.0,the priests
The Farewell Party,Gold.,173000.0,18700000.0,2015,18873000.0,the farewell party
A Brilliant Young Mind,Gold.,172000.0,18700000.0,2015,18872000.0,a brilliant young mind
Time Out of Mind,IFC,167000.0,18700000.0,2015,18867000.0,time out of mind
Snow Girl and the Dark Crystal,WGUSA,165000.0,18700000.0,2015,18865000.0,snow girl and the dark crystal
C'Est Si Bon,CJ,164000.0,18700000.0,2015,18864000.0,cest si bon
The Last Women Standing,CL,163000.0,18700000.0,2015,18863000.0,the last women standing
5 to 7,IFC,163000.0,18700000.0,2015,18863000.0,5 to 7
After The Ball,Free,162000.0,18700000.0,2015,18862000.0,after the ball
Human Capital,FM,159000.0,18700000.0,2015,18859000.0,human capital
Experimenter,Magn.,156000.0,18700000.0,2015,18856000.0,experimenter
Desert Dancer,Rela.,155000.0,18700000.0,2015,18855000.0,desert dancer
Samba,BG,152000.0,18700000.0,2015,18852000.0,samba
The Tribe,Drft.,151000.0,18700000.0,2015,18851000.0,the tribe
Forever Young (2015),CL,150000.0,18700000.0,2015,18850000.0,forever young
The New Girlfriend,Cohen,147000.0,18700000.0,2015,18847000.0,the new girlfriend
Tangerines,Gold.,145000.0,18700000.0,2015,18845000.0,tangerines
Manglehorn,IFC,143000.0,18700000.0,2015,18843000.0,manglehorn
Ingrid Bergman: In Her Own Words,Rialto,138000.0,18700000.0,2015,18838000.0,ingrid bergman in her own words
Twenty (2015),CJ,136000.0,18700000.0,2015,18836000.0,twenty
La Sapienza,KL,135000.0,18700000.0,2015,18835000.0,la sapienza
Mississippi Grind,A24,131000.0,18700000.0,2015,18831000.0,mississippi grind
A Journey Through Time with Anthony,CL,127000.0,18700000.0,2015,18827000.0,a journey through time with anthony
Boulevard,SM,126000.0,18700000.0,2015,18826000.0,boulevard
Z for Zachariah,RAtt.,121000.0,18700000.0,2015,18821000.0,z for zachariah
Do I Sound Gay?,IFC,119000.0,18700000.0,2015,18819000.0,do i sound gay
Love Live! The School Idol Movie,AZ,116000.0,18700000.0,2015,18816000.0,love live the school idol movie
She's Funny That Way,LGP,112000.0,18700000.0,2015,18812000.0,shes funny that way
Memories of the Sword,WGUSA,111000.0,18700000.0,2015,18811000.0,memories of the sword
The Look of Silence,Drft.,109000.0,18700000.0,2015,18809000.0,the look of silence
The Beauty Inside,WGUSA,108000.0,18700000.0,2015,18808000.0,the beauty inside
The Chronicles of Evil,CJ,105000.0,18700000.0,2015,18805000.0,the chronicles of evil
Every Secret Thing,SM,104000.0,18700000.0,2015,18804000.0,every secret thing
Ghost in the Shell: The New Movie,FUN,101000.0,18700000.0,2015,18801000.0,ghost in the shell the new movie
Black Souls (Anime Nere),Alc,101000.0,18700000.0,2015,18801000.0,black souls
A Poem Is a Naked Person (2015 re-issue),Jan.,96600.0,18700000.0,2015,18796600.0,a poem is a naked person
Saving Mr. Wu,UEP,92700.0,18700000.0,2015,18792700.0,saving mr wu
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,18700000.0,2015,18791900.0,the tales of hoffmann
Christmas Eve,Ampl.,91300.0,18700000.0,2015,18791300.0,christmas eve
Queen of Earth,IFC,91200.0,18700000.0,2015,18791200.0,queen of earth
Hero (2015),Eros,88700.0,18700000.0,2015,18788700.0,hero
Sunshine Superman,Magn.,88100.0,18700000.0,2015,18788100.0,sunshine superman
Heaven Knows What,RTWC,80700.0,18700000.0,2015,18780700.0,heaven knows what
Nasty Baby,Orch.,79800.0,18700000.0,2015,18779800.0,nasty baby
The Wonders,Osci.,73400.0,18700000.0,2015,18773400.0,the wonders
Predestination,VE,68400.0,18700000.0,2015,18768400.0,predestination
People Places Things,TFA,67000.0,18700000.0,2015,18767000.0,people places things
Eden,BG,65500.0,18700000.0,2015,18765500.0,eden
The Duke of Burgundy,IFC,64500.0,18700000.0,2015,18764500.0,the duke of burgundy
The Office,CL,63700.0,18700000.0,2015,18763700.0,the office
