id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
56,2005-06-24,George A. Romero's Land of the Dead,18975000.0,20700082.0,47751015.0,2.5165225296442686,28776015.0,2005,george a romeros land of the dead,6
57,2006-12-15,IndigÃ¨nes,18900000.0,320700.0,26063572.0,1.3790249735449736,7163572.0,2006,indignes,12
58,2005-04-15,The Amityville Horror,18500000.0,65233369.0,109175673.0,5.90138772972973,90675673.0,2005,the amityville horror,4
59,2002-12-06,Adaptation,18500000.0,22498520.0,32531759.0,1.7584734594594595,14031759.0,2002,adaptation,12
60,2009-10-02,The Invention of Lying,18500000.0,18451251.0,32679264.0,1.7664467027027027,14179264.0,2009,the invention of lying,10
61,1998-05-22,Fear and Loathing in Las Vegas,18500000.0,10680275.0,13711903.0,0.7411839459459459,-4788097.0,1998,fear and loathing in las vegas,5
62,2008-07-04,Ne le dis Ã personne,18500000.0,6198883.0,33954018.0,1.8353523243243244,15454018.0,2008,ne le dis personne,7
63,2001-02-02,Left Behind,18500000.0,4221341.0,4221341.0,0.22818059459459458,-14278659.0,2001,left behind,2
64,2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,15.052468222222222,252944428.0,2014,neighbors,5
65,2006-11-03,Borat,18000000.0,128505958.0,261443242.0,14.524624555555556,243443242.0,2006,borat,11
66,1994-07-29,The Mask,18000000.0,119920129.0,351620129.0,19.534451611111113,333620129.0,1994,the mask,7
67,1988-06-03,Big,18000000.0,114968774.0,151668774.0,8.426043,133668774.0,1988,big,6
68,2001-07-13,Legally Blonde,18000000.0,96493426.0,141809235.0,7.878290833333334,123809235.0,2001,legally blonde,7
69,2004-04-30,Mean Girls,18000000.0,86047227.0,130953026.0,7.275168111111111,112953026.0,2004,mean girls,4
70,1984-06-01,Star Trek III: The Search for Spock,18000000.0,76471046.0,87000000.0,4.833333333333333,69000000.0,1984,star trek iii the search for spock,6
71,2005-09-09,The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,8.029393222222222,126529078.0,2005,the exorcism of emily rose,9
72,1999-12-10,Deuce Bigalow: Male Gigolo,18000000.0,65535067.0,92935067.0,5.163059277777778,74935067.0,1999,deuce bigalow male gigolo,12
73,2004-01-01,Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,3.6579117777777777,47842412.0,2004,barbershop 2 back in business,1
74,2005-12-16,The Family Stone,18000000.0,60062868.0,92357499.0,5.130972166666667,74357499.0,2005,the family stone,12
75,2003-11-26,Bad Santa,18000000.0,60060328.0,77147031.0,4.285946166666666,59147031.0,2003,bad santa,11
76,1987-06-12,Predator,18000000.0,59735548.0,98267558.0,5.459308777777777,80267558.0,1987,predator,6
77,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,5.116475444444444,74096558.0,2016,my big fat greek wedding 2,3
78,2015-09-11,The Perfect Guy,18000000.0,57027435.0,60278166.0,3.348787,42278166.0,2015,the perfect guy,9
79,1997-05-02,Austin Powers: International Man of Mystery,18000000.0,53883989.0,67683989.0,3.760221611111111,49683989.0,1997,austin powers international man of mystery,5
80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,4.094177444444444,55695194.0,2011,diary of a wimpy kid rodrick rules,3
81,1984-09-19,Amadeus,18000000.0,51973029.0,51973029.0,2.8873905,33973029.0,1984,amadeus,9
82,2008-04-11,Prom Night,18000000.0,43869350.0,57193655.0,3.1774252777777776,39193655.0,2008,prom night,4
83,2011-04-08,Soul Surfer,18000000.0,43853424.0,47158652.0,2.6199251111111113,29158652.0,2011,soul surfer,4
84,2003-09-26,Under the Tuscan Sun,18000000.0,43601508.0,57490024.0,3.193890222222222,39490024.0,2003,under the tuscan sun,9
85,2018-06-29,Uncle Drew,18000000.0,42469946.0,46527161.0,2.5848422777777778,28527161.0,2018,uncle drew,6
86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,5.734171888888889,85215094.0,2014,birdman or,10
87,1986-10-10,Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,2.299046722222222,23382841.0,1986,peggy sue got married,10
88,2001-12-26,Gosford Park,18000000.0,41300105.0,41300105.0,2.294450277777778,23300105.0,2001,gosford park,12
89,2002-01-11,Orange County,18000000.0,41059716.0,43308707.0,2.406039277777778,25308707.0,2002,orange county,1
90,2013-07-26,Blue Jasmine,18000000.0,33404871.0,102912961.0,5.717386722222222,84912961.0,2013,blue jasmine,7
91,2006-04-28,United 93,18000000.0,31567134.0,77635035.0,4.3130575,59635035.0,2006,united 93,4
92,2003-12-05,Honey,18000000.0,30272254.0,62646763.0,3.480375722222222,44646763.0,2003,honey,12
93,2005-10-14,The Fog,18000000.0,29511112.0,37048526.0,2.0582514444444446,19048526.0,2005,the fog,10
94,1996-05-24,Spy Hard,18000000.0,26936265.0,26936265.0,1.4964591666666667,8936265.0,1996,spy hard,5
95,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,2.2870018333333335,23166033.0,2015,ricki and the flash,8
96,1989-12-13,Glory,18000000.0,26593580.0,26593580.0,1.477421111111111,8593580.0,1989,glory,12
97,1984-06-29,Conan the Destroyer,18000000.0,26400000.0,26400000.0,1.4666666666666666,8400000.0,1984,conan the destroyer,6
98,2015-11-13,Love the Coopers,18000000.0,26302731.0,42227490.0,2.345971666666667,24227490.0,2015,love the coopers,11
99,1970-06-24,Catch-22,18000000.0,24911670.0,24911670.0,1.3839816666666667,6911670.0,1970,catch22,6
100,2009-04-10,Observe and Report,18000000.0,24007324.0,27148898.0,1.508272111111111,9148898.0,2009,observe and report,4
1,1980-11-14,Raging Bull,18000000.0,23380203.0,23380203.0,1.2989001666666666,5380203.0,1980,raging bull,11
2,2009-09-18,Love Happens,18000000.0,22965110.0,36133014.0,2.0073896666666666,18133014.0,2009,love happens,9
3,2009-09-25,Fame,18000000.0,22455510.0,80227619.0,4.457089944444444,62227619.0,2009,fame,9
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,2.258436888888889,22651864.0,2017,the circle,4
5,1985-12-04,Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,1.0966111111111112,1739000.0,1985,young sherlock holmes,12
6,2010-11-05,127 Hours,18000000.0,18335230.0,60217171.0,3.345398388888889,42217171.0,2010,127 hours,11
7,2000-05-19,Small Time Crooks,18000000.0,17266359.0,29934477.0,1.6630265,11934477.0,2000,small time crooks,5
8,2000-05-12,Center Stage,18000000.0,17200925.0,21361109.0,1.1867282777777777,3361109.0,2000,center stage,5
9,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0,1.6964255555555556,12535660.0,2016,norm of the north,1
10,2004-02-06,Catch That Kid,18000000.0,16703799.0,16959614.0,0.9422007777777778,-1040386.0,2004,catch that kid,2
11,2013-08-16,Jobs,18000000.0,16131410.0,43402515.0,2.4112508333333333,25402515.0,2013,jobs,8
12,2001-10-26,Life as a House,18000000.0,15652637.0,23889158.0,1.3271754444444444,5889158.0,2001,life as a house,10
13,2010-01-08,Youth in Revolt,18000000.0,15285588.0,19685588.0,1.0936437777777779,1685588.0,2010,youth in revolt,1
14,2014-07-25,And So It Goes,18000000.0,15160801.0,17920013.0,0.9955562777777778,-79987.0,2014,and so it goes,7
15,2009-07-10,"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,0.910141,-1617462.0,2009,i love you beth cooper,7
16,1981-07-24,Blow Out,18000000.0,13747234.0,13747234.0,0.7637352222222222,-4252766.0,1981,blow out,7
17,2001-03-30,The Tailor of Panama,18000000.0,13491653.0,27491653.0,1.5273140555555555,9491653.0,2001,the tailor of panama,3
18,1981-05-22,The Legend of the Lone Ranger,18000000.0,13400000.0,13400000.0,0.7444444444444445,-4600000.0,1981,the legend of the lone ranger,5
19,2014-01-31,Labor Day,18000000.0,13371528.0,14189810.0,0.7883227777777778,-3810190.0,2014,labor day,1
20,2013-08-30,Getaway,18000000.0,10501938.0,11813989.0,0.6563327222222223,-6186011.0,2013,getaway,8
21,1997-09-26,The Ice Storm,18000000.0,8038061.0,16011975.0,0.8895541666666666,-1988025.0,1997,the ice storm,9
22,2004-10-15,Being Julia,18000000.0,7739049.0,14488705.0,0.8049280555555556,-3511295.0,2004,being julia,10
23,1989-03-22,Troop Beverly Hills,18000000.0,7190505.0,7190505.0,0.3994725,-10809495.0,1989,troop beverly hills,3
24,1986-02-21,Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,0.374158,-11265156.0,1986,nine 12 weeks,2
25,2010-01-15,The Last Station,18000000.0,6617867.0,15696146.0,0.8720081111111111,-2303854.0,2010,the last station,1
26,1981-06-26,Dragonslayer,18000000.0,6000000.0,6000000.0,0.3333333333333333,-12000000.0,1981,dragonslayer,6
27,1994-09-30,Ed Wood,18000000.0,5828466.0,5828466.0,0.32380366666666666,-12171534.0,1994,ed wood,9
28,2008-06-06,Mongol,18000000.0,5705761.0,27147349.0,1.5081860555555555,9147349.0,2008,mongol,6
29,2008-10-08,RocknRolla,18000000.0,5700626.0,27794339.0,1.5441299444444445,9794339.0,2008,rocknrolla,10
30,1982-06-25,Megaforce,18000000.0,5675599.0,5675599.0,0.31531105555555555,-12324401.0,1982,megaforce,6
31,2010-08-20,Mao's Last Dancer,18000000.0,4806750.0,25941437.0,1.4411909444444444,7941437.0,2010,maos last dancer,8
32,1996-12-25,Hamlet,18000000.0,4501094.0,7129670.0,0.3960927777777778,-10870330.0,1996,hamlet,12
33,2014-04-11,The Railway Man,18000000.0,4438438.0,23910210.0,1.328345,5910210.0,2014,the railway man,4
34,1995-12-29,Restoration,18000000.0,4100000.0,4100000.0,0.22777777777777777,-13900000.0,1995,restoration,12
35,2016-03-18,Midnight Special,18000000.0,3712282.0,7680250.0,0.42668055555555556,-10319750.0,2016,midnight special,3
36,2016-11-25,Miss Sloane,18000000.0,3500605.0,7719630.0,0.42886833333333335,-10280370.0,2016,miss sloane,11
37,2013-09-27,Metallica Through the Never,18000000.0,3419967.0,9082906.0,0.5046058888888889,-8917094.0,2013,metallica through the never,9
38,2003-09-19,Anything Else,18000000.0,3203044.0,13203044.0,0.7335024444444445,-4796956.0,2003,anything else,9
39,1996-02-23,Unforgettable,18000000.0,2483790.0,2483790.0,0.13798833333333332,-15516210.0,1996,unforgettable,2
40,2017-03-17,T2: Trainspotting,18000000.0,2402004.0,42091262.0,2.3384034444444444,24091262.0,2017,t2 trainspotting,3
41,2009-12-30,Das Weisse Band: Eine deutsche Kindergeschichte,18000000.0,2222862.0,25727044.0,1.4292802222222223,7727044.0,2009,das weisse band eine deutsche kindergeschichte,12
42,1986-04-25,8 Million Ways to Die,18000000.0,1305114.0,1305114.0,0.07250633333333334,-16694886.0,1986,8 million ways to die,4
43,2013-03-01,Phantom,18000000.0,1034589.0,1199510.0,0.06663944444444445,-16800490.0,2013,phantom,3
44,2002-04-26,The Salton Sea,18000000.0,676698.0,676698.0,0.037594333333333334,-17323302.0,2002,the salton sea,4
45,2009-04-24,The Informers,18000000.0,315000.0,315000.0,0.0175,-17685000.0,2009,the informers,4
46,1999-09-24,One Man's Hero,18000000.0,229311.0,229311.0,0.0127395,-17770689.0,1999,one mans hero,9
47,2010-10-15,Carlos,18000000.0,145526.0,1619153.0,0.08995294444444445,-16380847.0,2010,carlos,10
48,2006-09-22,Renaissance,18000000.0,70644.0,2401413.0,0.13341183333333334,-15598587.0,2006,renaissance,9
49,2008-12-31,I Come with the Rain,18000000.0,0.0,627422.0,0.03485677777777778,-17372578.0,2008,i come with the rain,12
50,2016-04-15,I Am Wrath,18000000.0,0.0,309608.0,0.017200444444444445,-17690392.0,2016,i am wrath,4
51,2014-11-14,Wolves,18000000.0,0.0,94953.0,0.005275166666666667,-17905047.0,2014,wolves,11
52,2008-04-08,Day of the Dead,18000000.0,0.0,0.0,0.0,-18000000.0,2008,day of the dead,4
53,2014-08-22,The Prince,18000000.0,0.0,0.0,0.0,-18000000.0,2014,the prince,8
54,2016-02-19,Forsaken,18000000.0,0.0,0.0,0.0,-18000000.0,2016,forsaken,2
55,1985-06-28,Red Sonja,17900000.0,6905861.0,6908640.0,0.3859575418994413,-10991360.0,1985,red sonja,6
56,2012-07-13,Red Lights,17700000.0,49521.0,14518884.0,0.8202759322033898,-3181116.0,2012,red lights,7
57,2007-08-17,Superbad,17500000.0,121463226.0,169955142.0,9.7117224,152455142.0,2007,superbad,8
58,2009-02-20,Madea Goes To Jail,17500000.0,90508336.0,90508336.0,5.171904914285714,73008336.0,2009,madea goes to jail,2
59,2008-02-14,Step Up 2 the Streets,17500000.0,58017783.0,148586910.0,8.490680571428571,131086910.0,2008,step up 2 the streets,2
60,2006-01-13,Hoodwinked,17500000.0,51386611.0,109843390.0,6.276765142857143,92343390.0,2006,hoodwinked,1
61,2004-12-22,Hotel Rwanda,17500000.0,23519128.0,36521223.0,2.0869270285714285,19021223.0,2004,hotel rwanda,12
62,2006-08-25,Beerfest,17500000.0,19185184.0,20159316.0,1.1519609142857143,2659316.0,2006,beerfest,8
63,2013-11-27,Black Nativity,17500000.0,7018188.0,7285135.0,0.4162934285714286,-10214865.0,2013,black nativity,11
64,2003-04-25,City of Ghosts,17500000.0,325491.0,325491.0,0.018599485714285713,-17174509.0,2003,city of ghosts,4
65,2007-12-31,Taxi 4,17500000.0,0.0,60865364.0,3.4780208,43365364.0,2007,taxi 4,12
66,2018-04-06,A Quiet Place,17000000.0,188024361.0,334522294.0,19.677782,317522294.0,2018,a quiet place,4
67,2001-08-10,The Others,17000000.0,96522687.0,207765056.0,12.22147388235294,190765056.0,2001,the others,8
68,1986-07-18,Aliens,17000000.0,85160248.0,183316455.0,10.78332088235294,166316455.0,1986,aliens,7
69,2014-08-13,Letâs Be Cops,17000000.0,82390774.0,136890774.0,8.052398470588235,119890774.0,2014,lets be cops,8
70,1997-10-17,I Know What You Did Last Summer,17000000.0,72250091.0,125250091.0,7.3676524117647055,108250091.0,1997,i know what you did last summer,10
71,1964-10-22,My Fair Lady,17000000.0,72000000.0,72071636.0,4.239508,55071636.0,1964,my fair lady,10
72,2004-10-22,Sideways,17000000.0,71502303.0,109793192.0,6.45842305882353,92793192.0,2004,sideways,10
73,2013-11-15,The Best Man Holiday,17000000.0,70525195.0,72835710.0,4.284453529411764,55835710.0,2013,the best man holiday,11
74,2009-02-13,Friday the 13th,17000000.0,65002019.0,92670237.0,5.451190411764706,75670237.0,2009,friday the 13th,2
75,2012-09-28,Pitch Perfect,17000000.0,65001093.0,116044347.0,6.826138058823529,99044347.0,2012,pitch perfect,9
76,1998-08-05,Halloween: H2O,17000000.0,55041738.0,55041738.0,3.237749294117647,38041738.0,1998,halloween h2o,8
77,2013-04-05,Evil Dead,17000000.0,54239856.0,97778356.0,5.751668,80778356.0,2013,evil dead,4
78,2004-08-27,Jet Li's Hero,17000000.0,53652140.0,177535958.0,10.443291647058823,160535958.0,2004,jet lis hero,8
79,2010-10-29,Saw 3D,17000000.0,45710178.0,133735284.0,7.8667814117647055,116735284.0,2010,saw 3d,10
80,2015-02-20,"McFarland, USA",17000000.0,44480275.0,45707924.0,2.688701411764706,28707924.0,2015,mcfarland usa,2
81,2016-11-11,Almost Christmas,17000000.0,42065185.0,42493506.0,2.499618,25493506.0,2016,almost christmas,11
82,2006-03-10,The Hills Have Eyes,17000000.0,41778863.0,70355813.0,4.138577235294117,53355813.0,2006,the hills have eyes,3
83,2002-03-01,40 Days and 40 Nights,17000000.0,37939782.0,95092667.0,5.593686294117647,78092667.0,2002,40 days and 40 nights,3
84,2003-10-10,Good Boy!,17000000.0,37667746.0,45312217.0,2.665424529411765,28312217.0,2003,good boy,10
85,2007-01-26,Smokin' Aces,17000000.0,35662731.0,57263440.0,3.3684376470588235,40263440.0,2007,smokin aces,1
86,1998-10-02,A Night at the Roxbury,17000000.0,30331165.0,30331165.0,1.7841861764705882,13331165.0,1998,a night at the roxbury,10
87,2011-03-04,Beastly,17000000.0,27865571.0,38028230.0,2.236954705882353,21028230.0,2011,beastly,3
88,2010-03-05,Brooklyn's Finest,17000000.0,27163593.0,39233233.0,2.3078372352941177,22233233.0,2010,brooklyns finest,3
89,1982-07-09,Tron,17000000.0,26918576.0,26918576.0,1.5834456470588236,9918576.0,1982,tron,7
90,2010-08-20,Lottery Ticket,17000000.0,24719879.0,24719879.0,1.4541105294117647,7719879.0,2010,lottery ticket,8
91,2003-09-05,Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,1.3961462352941176,6734486.0,2003,dickie roberts former child star,9
92,2006-03-31,ATL,17000000.0,21170563.0,21170563.0,1.2453272352941176,4170563.0,2006,atl,3
93,2001-08-24,Summer Catch,17000000.0,19693891.0,19693891.0,1.1584641764705883,2693891.0,2001,summer catch,8
94,1998-12-11,A Simple Plan,17000000.0,16316273.0,16316273.0,0.9597807647058824,-683727.0,1998,a simple plan,12
95,2006-03-24,Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,15680099.0,0.9223587647058824,-1319901.0,2006,larry the cable guy health inspector,3
96,2002-11-27,Wes Craven Presents: They,17000000.0,12840842.0,16140842.0,0.949461294117647,-859158.0,2002,wes craven presents they,11
97,1999-10-01,The Adventures of Elmo in Grouchland,17000000.0,11634458.0,11634458.0,0.6843798823529412,-5365542.0,1999,the adventures of elmo in grouchland,10
98,1987-07-24,Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,0.6604602352941177,-5772176.0,1987,superman iv the quest for peace,7
99,1963-05-29,55 Days at Peking,17000000.0,10000000.0,10000000.0,0.5882352941176471,-7000000.0,1963,55 days at peking,5
100,2009-06-05,My Life in Ruins,17000000.0,8677425.0,20477425.0,1.2045544117647058,3477425.0,2009,my life in ruins,6
1,2006-04-21,American Dreamz,17000000.0,7314027.0,16510971.0,0.9712335882352942,-489029.0,2006,american dreamz,4
2,2008-01-25,How She Move,17000000.0,7070641.0,8607815.0,0.5063420588235295,-8392185.0,2008,how she move,1
3,2006-02-24,Running Scared,17000000.0,6855137.0,9729088.0,0.572299294117647,-7270912.0,2006,running scared,2
4,2012-08-24,The Apparition,17000000.0,4936819.0,10637281.0,0.6257224117647059,-6362719.0,2012,the apparition,8
5,2004-04-30,Bobby Jones: Stroke of Genius,17000000.0,2694071.0,2694071.0,0.15847476470588234,-14305929.0,2004,bobby jones stroke of genius,4
6,1986-08-29,Shanghai Surprise,17000000.0,2315000.0,2315000.0,0.1361764705882353,-14685000.0,1986,shanghai surprise,8
7,2010-12-25,L'illusionniste,17000000.0,2231474.0,8609949.0,0.5064675882352941,-8390051.0,2010,lillusionniste,12
8,1981-01-01,Roar,17000000.0,2110050.0,2110050.0,0.12412058823529412,-14889950.0,1981,roar,1
9,2003-10-17,Veronica Guerin,17000000.0,1569918.0,9438074.0,0.5551808235294118,-7561926.0,2003,veronica guerin,10
10,2016-06-10,Genius,17000000.0,1361045.0,7265283.0,0.42736958823529414,-9734717.0,2016,genius,6
11,2007-11-14,Southland Tales,17000000.0,275380.0,364607.0,0.021447470588235294,-16635393.0,2007,southland tales,11
12,2015-06-26,Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,0.23045170588235295,-13082321.0,2015,escobar paradise lost,6
13,2017-09-26,"Mune, le gardien de la lune",17000000.0,0.0,14534046.0,0.8549438823529412,-2465954.0,2017,mune le gardien de la lune,9
14,2009-06-23,Chasseurs de dragons,17000000.0,0.0,13446115.0,0.7909479411764706,-3553885.0,2009,chasseurs de dragons,6
15,1977-10-21,Damnation Alley,17000000.0,0.0,0.0,0.0,-17000000.0,1977,damnation alley,10
16,2019-07-12,Crawl,17000000.0,0.0,0.0,0.0,-17000000.0,2019,crawl,7
17,2016-03-11,The Young Messiah,16800000.0,6469813.0,7313697.0,0.4353391071428571,-9486303.0,2016,the young messiah,3
18,2006-11-10,FUR: An Imaginary Portrait of Diane Arbus,16800000.0,223202.0,2281089.0,0.13577910714285715,-14518911.0,2006,fur an imaginary portrait of diane arbus,11
19,1991-11-27,My Girl,16500000.0,58011485.0,58011485.0,3.515847575757576,41511485.0,1991,my girl,11
20,1987-12-11,Wall Street,16500000.0,43848100.0,43848100.0,2.657460606060606,27348100.0,1987,wall street,12
21,1995-12-11,Sense and Sensibility,16500000.0,42993774.0,134993774.0,8.181440848484849,118493774.0,1995,sense and sensibility,12
22,2006-08-18,The Illusionist,16500000.0,39868642.0,83792062.0,5.0783067878787875,67292062.0,2006,the illusionist,8
23,2007-08-03,Becoming Jane,16500000.0,18663911.0,39380876.0,2.3867197575757575,22880876.0,2007,becoming jane,8
24,2003-12-19,House of Sand and Fog,16500000.0,13005485.0,16157923.0,0.9792680606060606,-342077.0,2003,house of sand and fog,12
25,2007-09-21,Sydney White,16500000.0,11892415.0,13636339.0,0.8264447878787878,-2863661.0,2007,sydney white,9
26,2007-12-31,Arn - Tempelriddaren,16500000.0,0.0,21404122.0,1.2972195151515151,4904122.0,2007,arn tempelriddaren,12
27,1989-06-02,Dead Poets Society,16400000.0,95860116.0,239500000.0,14.603658536585366,223100000.0,1989,dead poets society,6
28,1994-12-16,Dumb & Dumber,16000000.0,127175374.0,246400000.0,15.4,230400000.0,1994,dumb dumber,12
29,1989-07-14,When Harry Met Sallyâ¦,16000000.0,92823546.0,92961960.0,5.8101225,76961960.0,1989,when harry met sally,7
30,2000-05-19,Road Trip,16000000.0,68525609.0,119739110.0,7.483694375,103739110.0,2000,road trip,5
31,1982-12-08,The Verdict,16000000.0,53977250.0,53977250.0,3.373578125,37977250.0,1982,the verdict,12
32,1999-01-15,Varsity Blues,16000000.0,52894169.0,54294169.0,3.3933855625,38294169.0,1999,varsity blues,1
33,2012-05-25,Moonrise Kingdom,16000000.0,45512466.0,68848446.0,4.303027875,52848446.0,2012,moonrise kingdom,5
34,2011-11-25,The Artist,16000000.0,44667095.0,128256712.0,8.0160445,112256712.0,2011,the artist,11
35,2009-01-09,The Unborn,16000000.0,42670410.0,78208812.0,4.88805075,62208812.0,2009,the unborn,1
36,2002-08-02,The Master of Disguise,16000000.0,40363530.0,40363530.0,2.522720625,24363530.0,2002,the master of disguise,8
37,2006-10-06,The Texas Chainsaw Massacre: The Beginning,16000000.0,39517763.0,50517763.0,3.1573601875,34517763.0,2006,the texas chainsaw massacre the beginning,10
38,2006-12-29,El Laberinto del Fauno,16000000.0,37634615.0,87041569.0,5.4400980625,71041569.0,2006,el laberinto del fauno,12
39,2011-02-04,The Roommate,16000000.0,37300107.0,52545707.0,3.2841066875,36545707.0,2011,the roommate,2
40,2007-02-02,The Messengers,16000000.0,35374833.0,53774833.0,3.3609270625,37774833.0,2007,the messengers,2
41,2001-03-02,See Spot Run,16000000.0,33357476.0,43057552.0,2.691097,27057552.0,2001,see spot run,3
42,1991-08-09,Double Impact,16000000.0,29090445.0,29090445.0,1.8181528125,13090445.0,1991,double impact,8
43,2001-06-27,Baby Boy,16000000.0,28734552.0,28734552.0,1.7959095,12734552.0,2001,baby boy,6
44,2001-04-11,Joe Dirt,16000000.0,27087695.0,30987695.0,1.9367309375,14987695.0,2001,joe dirt,4
45,2008-09-12,The Women,16000000.0,26902075.0,50103808.0,3.131488,34103808.0,2008,the women,9
46,2007-04-20,Hot Fuzz,16000000.0,23618786.0,81742618.0,5.108913625,65742618.0,2007,hot fuzz,4
47,2008-08-15,Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,6.5315510625,88504817.0,2008,vicky cristina barcelona,8
48,2000-06-16,Boys and Girls,16000000.0,21799652.0,21799652.0,1.36247825,5799652.0,2000,boys and girls,6
49,2018-06-13,Superfly,16000000.0,20537137.0,20723581.0,1.2952238125,4723581.0,2018,superfly,6
50,1994-11-18,LÃ©on,16000000.0,19284974.0,45284974.0,2.830310875,29284974.0,1994,lon,11
51,2010-03-12,Remember Me,16000000.0,19068240.0,56506120.0,3.5316325,40506120.0,2010,remember me,3
52,2002-10-11,White Oleander,16000000.0,16357770.0,21657770.0,1.353610625,5657770.0,2002,white oleander,10
53,2009-09-18,Jennifer's Body,16000000.0,16204793.0,31943401.0,1.9964625625,15943401.0,2009,jennifers body,9
54,2000-03-03,Drowning Mona,16000000.0,15427192.0,15980376.0,0.9987735,-19624.0,2000,drowning mona,3
55,1987-01-30,Radio Days,16000000.0,14792779.0,14792779.0,0.9245486875,-1207221.0,1987,radio days,1
56,2003-07-18,How to Deal,16000000.0,14108518.0,14108518.0,0.881782375,-1891482.0,2003,how to deal,7
